cell_id	cluster	gene_01	gene_02	gene_03	gene_04	gene_05	gene_06	gene_07	gene_08	gene_09	gene_10	gene_11	gene_12	gene_13	gene_14	gene_15	gene_16	gene_17	gene_18	gene_19	gene_20	gene_21	gene_22	gene_23	gene_24	gene_25	gene_26	gene_27	gene_28	gene_29	gene_30	gene_31	gene_32	gene_33	gene_34	gene_35	gene_36	gene_37	gene_38	gene_39	gene_40	gene_41	gene_42	gene_43	gene_44	gene_45	gene_46	gene_47	gene_48	gene_49	gene_50	gene_51	gene_52	gene_53	gene_54	gene_55	gene_56	gene_57	gene_58	gene_59	gene_60
cell_0470	cluster_3	3.423	2.038	0.567	3.421	13.885	21.758	2.652	0.0	1.017	3.089	0.682	2.012	1.14	1.494	1.826	6.894	1.626	1.441	6.472	2.32	2.853	2.494	1.077	1.077	2.383	1.927	1.918	1.857	3.871	3.13	1.802	0.997	1.971	4.903	1.68	6.708	1.247	1.16	4.092	2.922	1.284	6.216	2.685	9.551	3.114	1.668	0.0	1.756	1.643	3.219	5.859	6.844	3.828	0.0	1.571	2.46	3.446	2.821	7.086	5.521
cell_0325	cluster_2	0.957	1.377	26.821	22.35	2.874	3.704	2.479	6.033	2.587	5.137	1.485	0.0	1.0	3.501	1.087	8.147	7.056	0.0	1.666	1.116	3.658	2.834	2.326	2.548	5.948	0.0	6.493	3.267	8.909	1.85	1.354	1.448	4.394	6.622	1.51	4.861	2.228	1.636	2.16	7.852	3.194	0.789	3.596	7.438	0.0	5.873	4.69	14.68	5.411	1.389	5.825	6.755	3.904	5.61	4.422	2.43	1.77	4.472	2.029	5.827
cell_0176	cluster_1	29.787	7.001	2.558	4.746	2.246	0.0	6.804	4.256	0.0	6.691	5.404	4.154	4.869	1.931	1.324	1.959	0.0	0.0	9.892	0.0	1.216	3.586	0.0	4.326	10.689	0.0	3.936	2.685	3.9	5.467	3.163	2.997	4.45	2.93	4.168	7.436	0.0	0.0	9.358	2.148	0.58	4.301	1.217	2.075	0.977	2.909	4.915	12.313	4.079	3.176	4.342	3.748	3.596	11.867	2.161	8.307	3.11	1.001	2.28	3.148
cell_0303	cluster_2	6.967	2.571	56.91	51.242	10.153	5.69	21.681	30.946	2.765	13.259	5.141	7.952	5.057	2.586	19.514	14.185	10.882	3.828	20.851	6.155	0.0	31.92	11.494	4.684	6.272	2.463	6.763	15.31	10.994	2.597	6.762	8.654	1.755	4.995	0.0	10.171	1.528	18.281	9.958	3.429	4.05	3.904	0.663	0.0	1.466	2.557	8.121	3.042	4.22	4.652	22.893	4.258	5.156	3.027	8.732	10.822	1.768	11.135	4.657	2.322
cell_0498	cluster_3	1.442	3.34	0.83	0.909	25.031	0.0	1.422	0.0	0.671	1.991	1.985	0.668	1.311	0.0	1.981	1.632	1.189	1.86	1.584	2.569	3.582	5.64	0.993	1.309	1.141	2.631	1.039	1.176	2.74	8.52	0.75	0.0	3.083	5.237	2.37	1.846	0.0	2.652	0.78	1.709	0.837	1.662	2.339	8.221	0.0	1.035	5.546	2.946	1.115	2.038	3.839	0.0	2.33	6.0	0.877	4.986	1.444	2.394	1.15	5.338
cell_0571	cluster_3	2.181	1.474	4.799	2.02	61.571	19.593	7.203	1.542	0.552	2.148	1.355	1.2	2.77	6.215	4.148	1.156	2.281	3.05	1.379	0.498	6.716	2.429	1.724	3.413	11.637	7.232	3.273	1.801	2.846	1.908	1.169	3.144	2.524	2.125	2.011	0.0	0.0	4.397	2.108	4.334	4.99	2.11	2.305	3.164	0.639	3.404	3.009	7.065	0.975	7.152	4.502	1.808	4.404	1.397	1.551	2.095	1.174	2.814	0.94	2.258
cell_0123	cluster_1	44.675	15.668	2.343	1.879	1.331	3.789	1.991	0.0	3.782	1.589	1.881	4.752	2.028	2.023	2.348	3.414	4.589	11.409	4.596	19.468	3.708	4.653	3.83	2.688	9.411	8.322	2.402	0.0	2.51	4.567	1.772	2.517	1.706	3.409	1.201	5.395	2.56	1.73	5.104	0.0	8.762	4.232	0.725	2.332	2.145	2.829	2.274	4.476	13.515	7.831	0.564	1.786	3.603	2.134	2.003	3.643	0.0	12.304	5.14	3.04
cell_0045	cluster_1	72.868	27.277	1.144	2.639	3.422	11.773	2.663	1.549	4.271	2.395	2.44	5.938	3.762	3.65	0.0	5.527	3.581	0.0	2.197	0.0	8.153	2.715	2.07	4.325	1.627	0.981	1.754	7.1	0.0	3.816	0.5	0.0	1.354	0.0	1.903	3.718	1.079	2.853	2.177	1.285	0.0	1.046	3.236	3.688	2.313	3.891	2.929	2.839	2.976	6.162	7.877	0.0	4.936	2.884	1.727	5.964	1.294	4.045	0.0	5.892
cell_0025	cluster_1	29.725	7.112	15.815	0.0	4.834	8.654	10.902	0.764	1.878	2.576	5.825	1.606	0.0	1.148	1.218	4.984	10.345	4.097	0.0	6.492	1.524	11.297	4.107	2.797	4.158	4.259	5.26	0.852	2.483	2.573	2.653	9.503	4.329	3.084	2.404	15.11	4.874	2.826	1.612	2.371	3.398	1.412	8.66	2.524	1.567	4.917	6.813	2.709	2.003	2.503	4.108	0.0	0.0	7.196	2.824	4.325	1.782	2.211	4.86	8.042
cell_0380	cluster_2	3.004	2.714	8.537	8.304	1.19	8.952	0.0	7.501	2.079	5.188	1.541	1.61	3.137	1.999	3.428	1.154	3.035	2.982	4.558	0.0	1.686	4.697	3.493	2.038	0.0	1.828	3.021	7.788	4.933	1.106	2.564	0.965	2.186	8.325	1.242	1.555	5.996	7.641	1.7	2.667	1.773	2.465	3.746	4.963	4.075	6.888	3.181	4.635	3.422	3.226	2.167	11.629	4.343	0.0	0.0	2.511	8.331	1.216	1.757	6.502
cell_0445	cluster_3	1.37	4.456	1.082	2.324	18.04	5.575	5.372	0.485	0.964	0.64	1.214	1.214	1.948	1.872	3.387	2.076	1.34	10.857	0.0	0.0	0.934	1.972	3.386	15.522	3.752	1.811	1.183	1.295	4.91	5.163	2.312	1.753	1.723	6.414	2.838	0.973	2.076	0.0	3.559	3.884	3.562	3.089	2.679	0.871	0.673	4.039	2.294	1.313	4.647	1.97	2.553	2.802	2.802	1.87	1.307	4.79	1.324	1.463	2.153	0.0
cell_0597	cluster_3	16.605	4.283	2.09	1.779	39.878	13.673	3.672	5.755	2.267	0.0	3.709	4.422	2.775	3.454	3.547	2.293	3.997	0.0	2.639	3.926	7.603	2.853	5.066	2.421	2.777	5.617	0.0	0.918	3.651	1.587	1.909	0.0	1.849	5.054	0.918	6.129	10.896	1.81	3.84	2.125	2.524	7.791	3.44	2.491	10.503	3.129	1.042	1.992	0.886	1.156	2.918	1.779	5.336	0.0	1.825	4.042	4.345	4.031	3.104	1.372
cell_0487	cluster_3	2.073	2.649	1.043	0.0	22.036	21.672	5.069	8.205	0.941	0.579	0.0	1.198	1.567	1.873	0.991	2.104	1.504	3.072	1.811	2.52	1.301	6.984	1.764	1.075	2.081	0.599	3.463	1.619	2.55	3.578	0.707	2.485	0.675	2.457	0.845	3.291	4.846	0.0	0.0	5.115	0.795	3.863	3.386	2.889	3.693	3.334	0.461	1.627	1.655	2.101	0.957	0.901	2.254	0.0	0.915	4.134	4.037	4.603	1.361	7.742
cell_0016	cluster_1	153.622	0.0	4.385	2.81	1.785	2.18	1.912	0.0	2.817	1.926	8.307	4.371	4.333	2.555	4.007	8.965	1.139	2.618	4.128	0.0	3.742	8.231	1.244	3.553	5.556	3.851	3.78	5.857	1.898	2.797	0.0	1.965	0.0	0.0	2.537	2.397	1.847	2.652	1.559	1.52	2.102	3.547	2.796	1.991	1.94	2.736	1.647	8.067	6.042	2.331	0.931	0.0	2.1	1.868	2.034	3.601	2.091	0.499	1.311	1.532
cell_0152	cluster_1	29.864	38.121	0.0	0.0	2.056	2.485	3.34	1.986	2.211	1.999	2.619	2.628	3.272	0.0	6.68	2.298	5.126	4.239	4.58	1.057	2.537	3.831	2.349	2.354	3.587	6.658	4.101	2.215	2.4	3.737	5.222	2.089	1.559	1.912	3.294	3.684	5.681	3.647	0.0	1.62	0.0	3.004	2.549	5.349	3.335	8.608	6.808	6.719	2.067	8.628	2.804	2.729	2.245	4.322	1.568	1.986	7.427	2.067	1.609	0.0
cell_0590	cluster_3	3.867	1.912	2.522	1.877	97.348	17.571	3.715	0.0	1.073	0.0	1.429	2.213	2.838	1.084	0.936	3.188	1.122	0.0	2.601	4.903	0.0	2.112	1.843	4.969	5.973	0.0	5.936	3.169	2.083	0.748	2.256	2.051	6.974	2.044	1.467	1.902	1.635	0.95	4.491	9.493	1.629	1.601	1.393	2.36	5.746	0.0	0.888	1.829	0.939	6.692	0.697	2.449	0.0	2.88	1.065	0.59	1.061	4.176	2.424	0.232
cell_0083	cluster_1	10.479	8.159	0.418	2.017	1.215	5.391	6.328	1.127	2.884	1.415	4.77	1.706	1.927	6.036	3.108	1.788	3.182	1.107	0.0	11.832	1.688	2.279	2.479	0.513	2.283	1.697	1.067	1.467	0.625	1.701	2.046	0.0	0.767	0.0	1.209	4.574	2.723	2.514	0.0	2.745	10.161	6.113	1.485	2.589	1.458	1.52	1.03	0.891	4.298	1.727	0.0	0.0	1.511	3.035	4.966	1.218	1.294	1.301	7.491	0.0
cell_0518	cluster_3	2.455	8.224	1.023	3.044	17.611	10.659	2.61	0.361	0.701	1.672	2.902	2.338	2.581	2.279	1.133	1.785	1.323	0.733	2.098	0.615	5.055	5.427	0.986	0.981	6.539	1.751	3.946	3.657	0.742	2.693	3.197	0.859	1.389	2.513	1.155	1.906	2.259	2.906	2.666	2.836	2.493	1.083	1.432	1.919	3.833	2.902	1.869	1.568	3.339	1.743	1.843	2.731	2.423	4.95	1.672	3.923	8.345	1.676	0.636	1.049
cell_0074	cluster_1	5.483	11.097	5.696	11.489	1.383	4.336	2.811	2.748	2.674	8.248	0.845	2.151	1.432	0.0	1.149	5.98	5.251	2.75	0.0	4.149	2.391	0.396	6.998	0.0	4.562	2.396	1.848	5.632	1.176	4.993	2.465	1.054	1.334	2.391	1.735	2.741	1.842	6.395	2.07	3.529	2.266	0.0	0.627	1.94	2.168	2.464	0.937	0.0	4.168	4.444	4.361	2.19	4.571	1.771	0.63	2.235	2.007	3.771	9.102	0.0
cell_0216	cluster_1	41.422	16.929	8.931	4.952	6.997	4.393	0.0	8.688	5.234	2.774	2.655	1.73	2.032	3.84	7.575	9.376	1.367	3.262	3.64	2.248	11.217	1.835	1.606	6.511	3.75	8.061	2.858	8.89	1.485	2.296	2.118	2.759	2.524	1.617	2.282	4.636	4.789	5.694	8.663	1.521	0.879	1.471	2.059	2.538	1.966	1.14	4.597	1.575	2.143	3.965	0.0	2.759	4.204	2.244	0.726	2.023	9.068	5.214	3.474	1.573
cell_0551	cluster_3	3.826	1.409	2.315	3.283	16.736	0.0	0.0	0.0	0.589	2.276	0.0	1.349	3.933	4.339	2.393	2.972	3.268	2.995	2.381	22.362	7.741	1.479	1.733	0.0	1.124	2.383	2.985	3.61	1.987	0.0	1.931	0.703	4.219	4.804	0.999	1.797	0.953	0.925	2.472	0.737	0.0	1.248	1.005	2.061	0.0	0.0	4.144	0.479	2.585	2.696	1.198	2.417	2.108	2.376	5.723	3.888	1.933	4.633	1.117	1.871
cell_0519	cluster_3	7.786	8.285	0.72	9.028	11.505	25.07	2.837	3.66	0.0	4.409	0.883	4.043	1.821	1.725	1.567	0.933	1.623	5.043	1.137	2.562	7.112	6.41	1.433	10.29	6.845	1.815	8.457	3.536	0.999	5.901	3.406	4.432	6.102	7.381	1.487	0.0	5.643	3.036	4.205	10.485	1.936	5.906	2.133	4.302	1.608	1.941	0.0	17.585	3.032	5.931	7.202	2.445	1.889	1.439	4.579	8.532	2.279	9.429	5.294	7.05
cell_0212	cluster_1	20.599	9.507	8.381	1.525	1.414	9.15	6.519	6.937	4.764	9.291	2.538	2.563	5.231	0.0	0.0	0.0	3.381	3.694	3.618	5.573	2.45	3.286	1.455	6.572	2.247	4.116	4.346	0.0	11.422	3.199	6.897	16.033	2.862	4.837	3.27	1.474	6.073	0.0	4.115	1.837	10.115	7.437	0.0	4.43	1.844	8.906	4.553	2.628	2.774	10.621	0.0	3.312	0.489	4.319	2.761	2.875	1.766	0.0	3.973	4.52
cell_0285	cluster_2	1.886	2.919	7.25	14.917	2.344	4.56	4.279	1.989	2.991	4.907	2.276	4.241	0.0	2.197	2.6	4.494	0.0	6.442	4.459	4.92	2.104	0.847	1.473	2.943	2.889	1.508	0.0	4.954	1.983	0.0	3.583	4.434	2.028	0.951	1.428	3.001	2.839	0.0	3.162	15.918	1.795	3.393	2.85	1.423	2.473	0.0	0.676	3.08	3.105	4.561	3.986	3.768	4.697	5.435	1.177	5.349	1.371	1.068	0.0	1.459
cell_0273	cluster_2	6.464	5.418	29.109	23.254	2.611	1.973	3.55	1.35	10.314	3.504	0.0	4.077	2.04	2.657	0.0	7.801	2.458	2.588	2.898	0.0	2.342	1.738	2.766	4.463	13.689	3.348	2.445	3.806	2.133	5.937	1.034	3.847	0.0	5.348	8.681	2.075	1.406	3.084	2.574	3.22	2.942	7.522	2.865	3.234	2.905	3.311	6.46	4.023	0.0	0.0	6.615	3.053	2.613	6.334	4.842	3.151	4.149	1.248	3.947	4.332
cell_0196	cluster_1	18.268	39.76	1.535	1.856	3.487	4.069	2.059	6.174	4.431	0.885	1.265	9.658	8.591	0.0	2.02	2.024	7.131	0.869	6.711	2.923	0.189	0.362	4.655	1.414	4.797	1.635	1.223	1.675	3.31	6.74	1.962	4.146	0.0	1.91	7.218	6.069	5.923	1.433	2.663	2.993	1.727	0.0	6.173	6.852	1.161	2.459	9.069	0.0	4.029	7.461	4.733	1.462	0.643	11.312	5.411	5.834	4.66	2.768	0.92	2.849
cell_0251	cluster_2	1.581	1.438	21.984	27.41	0.571	1.198	8.472	0.0	3.236	1.233	3.559	4.301	6.109	2.152	0.0	2.516	1.38	6.031	1.104	5.761	5.065	0.0	0.498	4.474	1.55	4.248	0.0	2.057	2.603	3.695	3.905	2.344	1.234	1.85	4.566	1.826	1.209	1.301	3.449	3.954	0.0	0.0	1.998	1.954	1.693	2.206	5.21	2.048	11.33	1.514	2.512	3.847	0.864	2.81	1.576	1.311	1.291	4.57	0.0	1.579
cell_0223	cluster_2	0.778	1.591	19.925	19.129	0.618	1.813	5.142	1.978	0.788	1.181	2.717	3.906	4.579	2.312	2.667	1.498	4.094	1.575	1.483	0.594	3.791	0.844	6.186	2.9	0.942	0.684	0.881	3.134	4.908	4.019	0.638	0.0	0.0	3.789	0.0	1.236	2.782	4.676	2.419	1.171	2.223	1.162	1.602	0.979	1.031	1.166	4.372	0.0	4.022	0.577	2.543	3.109	1.612	9.05	1.74	4.104	1.46	3.159	3.29	6.36
cell_0237	cluster_2	0.0	5.433	30.605	30.588	3.623	0.604	2.793	2.141	2.509	3.033	5.273	4.545	8.108	4.514	1.461	1.386	2.041	1.681	5.0	4.253	14.524	0.0	2.646	1.61	4.573	3.248	3.369	1.473	1.893	6.454	5.57	3.539	0.0	2.659	2.948	0.0	3.236	1.526	3.133	3.603	3.131	2.685	0.665	1.904	0.0	3.261	0.0	5.523	1.657	1.531	0.595	1.725	1.704	2.081	2.81	1.899	2.709	4.589	5.534	2.227
cell_0437	cluster_3	8.929	4.73	6.143	6.693	8.178	32.797	40.354	8.481	1.771	5.196	1.174	1.787	1.14	2.198	0.0	13.335	0.0	4.867	2.15	2.493	0.0	2.944	2.267	3.486	7.274	1.151	0.0	3.051	4.675	24.184	3.565	0.0	3.437	0.819	6.126	5.677	8.243	3.711	2.284	1.684	9.399	7.914	1.008	3.864	2.875	1.814	0.0	0.883	2.053	4.409	9.161	2.285	0.0	2.011	5.117	5.87	4.485	1.033	5.508	3.867
cell_0042	cluster_1	3.94	0.0	0.475	2.729	1.216	0.753	3.745	1.124	5.729	2.857	0.845	5.384	2.702	2.944	3.453	1.097	2.884	9.197	0.0	7.491	2.2	4.808	0.0	2.593	2.191	2.554	0.632	0.0	9.665	2.195	0.496	5.01	1.36	2.045	2.106	4.139	1.844	2.305	0.79	1.785	5.31	2.8	3.491	1.547	1.2	3.568	5.47	1.332	3.089	1.492	3.441	0.0	4.316	0.0	1.449	2.977	4.548	1.366	1.374	5.423
cell_0306	cluster_2	1.156	3.626	6.482	12.834	3.221	0.705	1.072	3.022	2.614	2.191	2.628	11.311	2.124	3.388	6.613	5.74	2.959	2.142	2.434	0.79	2.268	1.222	0.0	1.069	4.521	1.238	1.151	0.715	0.438	2.49	8.132	1.73	2.997	2.348	1.962	2.104	2.707	6.96	3.195	6.301	2.143	3.032	1.815	3.345	1.031	0.0	0.524	0.988	4.743	6.032	2.178	0.922	4.834	1.252	1.679	0.0	0.738	2.449	2.315	9.443
cell_0527	cluster_3	3.245	2.256	1.813	2.005	15.854	43.093	0.0	4.457	3.278	1.467	5.229	0.0	1.251	0.0	0.862	0.0	4.622	4.172	7.009	11.534	5.281	8.521	7.562	3.682	3.551	3.582	5.897	0.0	6.089	5.76	7.252	23.335	0.985	3.615	1.822	3.989	3.91	4.604	1.729	7.009	0.0	2.614	9.972	7.461	9.875	5.625	6.032	0.0	9.839	2.002	4.889	13.453	0.0	4.262	0.0	3.388	5.745	4.136	3.47	7.545
cell_0557	cluster_3	3.888	3.398	2.329	0.906	23.865	0.0	3.1	0.0	2.337	1.701	3.421	3.091	6.026	2.097	1.283	0.595	2.37	1.686	1.085	1.544	1.175	1.147	2.259	6.412	2.554	0.955	4.461	9.018	3.451	0.843	4.544	0.0	3.217	1.989	3.049	1.402	7.868	2.991	0.0	0.939	6.246	2.542	1.525	2.533	1.362	2.144	1.577	6.726	1.067	3.699	2.678	4.254	6.335	2.99	1.388	2.102	2.554	3.145	0.698	6.237
cell_0510	cluster_3	1.102	3.165	1.176	0.564	64.27	20.454	1.387	5.735	2.146	0.763	0.0	1.004	0.502	2.42	3.47	1.267	1.892	1.651	2.196	1.441	12.918	0.388	4.907	2.41	6.282	1.641	2.523	0.32	3.304	2.613	5.267	0.882	0.0	0.938	1.156	2.953	0.961	3.301	0.859	6.2	3.523	0.0	4.333	4.454	2.324	1.123	1.913	2.313	6.247	2.508	4.356	2.951	2.066	1.171	5.354	1.195	0.0	1.413	2.332	3.071
cell_0415	cluster_2	1.799	1.677	11.11	19.868	1.619	1.556	1.273	8.973	0.0	2.843	4.671	1.252	1.637	4.235	0.868	8.558	3.385	0.834	3.488	2.052	1.25	3.76	1.742	4.054	0.883	2.859	1.359	1.85	0.895	0.0	3.389	0.864	0.0	0.44	2.219	2.65	0.0	0.0	4.805	2.519	2.69	1.643	2.686	0.0	0.6	1.1	5.144	4.035	3.035	1.305	3.847	1.976	0.713	1.157	2.269	2.277	7.102	4.161	2.659	1.656
cell_0242	cluster_2	3.507	2.968	16.143	0.0	2.914	1.368	2.106	1.642	0.691	7.101	2.596	0.914	6.797	1.309	0.0	2.868	1.69	1.6	2.44	1.865	8.067	1.536	3.424	2.181	6.386	2.25	1.436	1.776	5.715	5.985	5.82	9.422	0.0	2.037	2.278	0.634	3.47	0.0	2.673	0.0	0.969	2.1	6.656	7.597	3.678	0.546	2.988	0.0	2.157	4.074	0.0	1.546	6.263	0.801	1.815	6.071	4.255	1.87	1.493	10.353
cell_0073	cluster_1	15.574	22.114	2.588	5.299	8.175	4.213	8.924	4.097	4.582	4.151	4.021	1.37	13.641	6.179	7.389	2.149	1.321	3.76	6.461	1.184	2.022	6.843	10.904	20.923	7.512	3.384	15.325	0.0	9.054	5.209	0.0	1.163	3.495	17.379	8.675	3.74	3.638	5.449	2.144	7.491	8.395	2.563	2.937	4.282	0.0	4.826	7.191	21.116	12.628	0.0	7.014	3.759	0.0	2.97	3.077	2.356	2.431	7.635	1.973	1.981
cell_0365	cluster_2	3.21	10.954	46.453	24.534	11.031	0.0	6.668	9.856	7.153	4.893	12.013	1.995	1.63	6.348	2.236	7.654	3.888	5.178	9.74	2.233	5.538	0.0	1.62	1.269	10.572	5.059	4.808	6.022	2.672	9.549	5.235	2.602	6.266	1.898	4.949	6.658	2.635	7.971	1.79	0.881	7.251	2.224	12.516	2.756	0.655	2.543	1.598	2.985	2.349	1.288	0.0	9.447	0.0	2.468	4.587	5.519	0.834	10.834	1.9	0.0
cell_0267	cluster_2	2.308	4.824	18.903	7.169	8.051	4.336	0.749	7.65	6.228	4.384	1.98	3.779	0.835	0.0	1.914	0.0	1.962	10.368	1.488	2.664	1.192	6.095	1.092	3.172	4.893	2.41	1.454	0.78	8.593	0.605	1.818	3.144	2.043	3.556	1.257	0.836	6.883	2.446	3.248	0.0	1.45	1.85	6.448	1.224	6.201	0.0	0.0	1.787	1.495	4.14	0.639	5.29	1.231	2.427	1.331	3.307	7.89	0.762	0.0	0.0
cell_0290	cluster_2	2.339	7.746	23.432	0.0	2.22	4.464	1.926	5.47	1.715	3.126	0.0	0.935	0.0	5.926	1.512	2.756	0.0	0.0	1.736	1.115	2.492	5.465	3.512	0.0	2.575	4.35	0.718	2.053	2.219	4.216	1.554	3.313	2.202	2.189	6.333	1.463	2.691	8.066	10.558	9.48	1.841	3.107	1.528	0.405	2.826	2.901	2.018	1.644	1.59	0.0	5.109	3.619	1.504	2.527	5.607	0.872	0.637	0.0	1.363	3.879
cell_0006	cluster_1	55.932	49.28	0.0	4.641	0.0	2.006	0.0	1.963	3.791	2.06	4.709	2.323	15.208	3.777	1.236	3.169	3.916	4.391	4.323	1.669	0.0	2.101	3.476	4.525	1.873	2.404	3.679	0.0	3.158	1.599	2.264	3.422	1.472	3.074	8.034	1.574	4.269	3.042	1.906	5.594	8.04	1.584	2.096	21.272	1.082	3.789	1.34	0.593	4.281	2.153	4.6	1.936	7.854	15.76	1.969	0.786	0.0	4.334	1.258	0.0
cell_0529	cluster_3	0.0	0.0	1.282	3.318	52.684	29.321	1.617	1.971	1.243	5.421	1.789	6.235	2.015	1.549	1.397	5.826	3.704	1.445	1.671	2.753	2.604	2.932	2.43	2.218	2.548	3.665	4.867	1.183	4.264	2.251	1.415	2.822	9.089	3.168	5.048	4.78	0.689	5.395	2.807	6.072	5.254	1.616	1.636	1.111	1.633	2.117	1.949	1.408	3.688	10.176	1.628	9.219	1.836	1.255	5.01	0.0	11.234	2.918	6.425	1.544
cell_0132	cluster_1	57.245	0.0	7.084	4.296	5.783	4.929	4.9	2.577	3.04	7.046	3.01	0.964	4.547	0.0	2.561	2.91	6.058	0.0	2.232	6.734	6.221	7.474	18.691	1.235	6.561	4.412	7.849	1.642	0.895	3.622	3.342	0.0	2.187	1.347	5.119	6.947	7.549	2.292	1.943	2.893	5.564	23.632	6.166	2.965	2.82	16.974	4.13	2.972	7.19	6.639	10.307	4.039	4.138	2.477	5.206	6.696	4.025	0.694	7.808	8.648
cell_0241	cluster_2	2.664	2.092	0.0	23.612	0.735	1.016	3.635	0.999	3.934	1.3	1.697	1.172	2.005	1.566	1.005	1.96	1.074	4.314	0.0	2.615	0.0	2.077	0.0	2.002	0.488	2.408	0.895	5.691	2.663	0.574	1.028	0.741	0.0	10.318	1.686	0.452	1.356	1.866	7.79	2.926	2.802	1.21	0.0	2.614	0.0	3.037	0.878	2.981	0.779	1.357	2.765	5.503	0.689	0.654	0.0	2.067	1.063	2.023	3.964	0.297
cell_0051	cluster_1	34.938	12.372	0.0	0.939	5.685	0.0	8.795	5.541	1.879	2.328	1.824	0.0	0.939	6.712	17.973	6.283	3.935	6.839	3.544	6.791	6.099	6.775	1.504	4.014	0.451	5.336	6.699	2.466	0.0	2.42	1.883	10.669	3.371	1.186	3.945	5.043	0.916	0.988	4.149	1.642	2.907	1.472	9.22	0.0	2.448	1.878	3.906	15.825	1.646	17.897	6.398	4.19	4.328	5.469	1.339	0.0	1.829	2.042	1.442	0.656
cell_0095	cluster_1	20.343	30.662	4.153	2.177	4.366	2.123	1.23	4.243	11.087	2.473	14.254	3.544	1.884	2.008	0.0	0.683	2.654	2.115	2.123	4.057	0.777	3.34	9.826	1.598	2.785	0.0	2.238	2.519	0.879	5.013	1.584	3.689	0.443	2.905	1.516	5.63	1.877	1.547	7.022	2.049	2.885	1.708	3.615	3.666	2.587	2.827	5.482	1.513	0.0	2.113	0.909	0.801	5.057	6.43	5.008	2.516	6.353	2.462	2.133	2.235
cell_0292	cluster_2	1.159	3.048	0.0	0.0	0.916	6.248	2.341	2.752	4.712	3.525	1.091	1.218	2.527	1.181	0.0	3.822	5.951	4.639	2.578	5.044	2.683	0.0	0.672	1.796	7.025	1.68	1.505	3.813	4.057	4.895	2.47	1.622	2.005	2.866	2.984	0.0	4.872	3.357	4.708	9.611	2.942	1.3	2.303	1.252	9.733	5.739	3.144	1.635	0.919	5.393	18.667	1.352	3.36	0.0	1.632	1.515	5.397	0.558	1.855	3.772
cell_0430	cluster_3	1.356	4.084	0.0	1.521	13.658	54.81	7.106	2.228	0.847	0.934	1.682	1.904	2.671	2.503	3.252	0.95	4.956	8.354	5.936	8.943	0.0	2.417	1.527	1.797	4.093	2.542	1.634	3.784	2.718	1.789	3.416	0.0	4.483	0.0	1.585	4.213	1.972	0.517	2.157	3.101	5.36	4.546	2.691	0.0	5.9	2.474	7.528	12.103	1.881	2.288	4.497	0.0	3.173	6.319	9.703	1.658	3.175	4.383	4.779	1.462
cell_0068	cluster_1	15.218	10.892	2.947	2.555	3.315	3.646	3.374	0.0	1.109	6.316	1.657	1.819	5.674	2.0	0.962	1.49	1.394	0.867	1.488	2.293	3.666	1.117	1.38	2.696	7.536	3.695	2.447	4.164	3.384	3.066	0.0	2.959	6.241	4.266	0.0	1.257	3.135	0.0	1.518	1.607	2.265	2.295	6.588	2.533	0.766	1.887	15.838	4.584	9.509	0.591	3.376	2.713	6.308	1.24	4.56	1.902	2.207	0.668	0.0	2.485
cell_0469	cluster_3	0.0	3.286	2.451	3.376	14.096	66.482	10.607	4.02	2.732	6.072	3.269	6.503	0.785	3.101	9.323	9.789	17.735	2.939	4.048	0.0	2.001	14.957	5.562	6.649	8.062	0.0	3.302	1.424	3.324	2.186	7.156	1.632	6.522	3.112	3.021	1.04	0.0	11.638	0.0	11.588	1.171	0.422	6.882	18.479	2.243	8.16	4.625	0.0	0.0	3.83	1.22	5.495	2.515	2.482	2.646	1.938	1.909	1.568	4.857	0.0
cell_0024	cluster_1	13.779	29.449	1.463	0.0	1.24	1.661	3.036	1.119	1.443	2.867	2.307	0.771	3.851	2.731	6.341	17.277	6.196	1.119	2.494	0.651	0.0	1.346	7.59	4.249	7.721	0.0	12.23	1.196	4.676	4.642	2.598	12.363	3.251	0.0	0.0	5.802	0.846	5.862	2.15	2.432	0.0	2.241	4.033	0.0	1.736	3.784	3.2	2.882	1.512	2.763	3.56	6.119	3.187	2.119	2.185	1.679	0.0	1.126	0.0	0.613
cell_0281	cluster_2	1.495	3.719	8.256	12.568	0.864	13.151	0.0	3.455	4.996	5.103	4.892	3.631	1.066	0.753	1.646	0.0	2.812	2.14	5.931	2.801	2.554	0.878	4.47	3.669	1.943	3.463	1.115	3.52	1.721	0.0	2.471	1.136	1.219	0.632	3.694	3.131	4.357	3.679	1.581	0.0	0.766	2.693	0.0	3.035	2.836	5.096	1.725	1.7	2.216	4.014	0.653	1.001	1.568	4.031	1.858	8.435	1.896	0.177	4.832	1.359
cell_0217	cluster_1	14.269	0.0	0.36	3.209	0.0	1.669	4.175	7.604	3.513	3.854	1.847	8.116	2.07	2.992	1.984	6.439	2.382	1.119	3.56	2.574	1.264	2.622	0.0	2.876	2.751	1.963	0.0	1.147	3.563	3.726	0.0	1.907	3.731	2.91	1.593	0.0	11.812	3.559	6.732	3.237	0.705	2.461	7.074	3.015	0.0	13.406	3.091	2.758	3.093	0.0	3.937	0.79	0.809	8.342	7.965	4.277	1.738	1.093	2.111	4.75
